EVENT_DATE,事件数,EVENT_TYPE,SUB_EVENT_TYPE,ADMIN1,ADMIN2,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,死亡人数
14-Sep-18,1,Protests,Peaceful protest,Zhejiang,Ningbo,Beilun,29.899,121.845,1,0
15-Sep-18,3,Strategic developments,Change to group/activity,Henan,Zhengzhou,Xinzheng,34.396,113.74,1,0
15-Sep-18,3,Strategic developments,Change to group/activity,Henan,Luoyang,Cijian Town,34.684,112.27,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Henan,Xinxiang,Huixian,35.462,113.805,1,0
15-Sep-18,3,Strategic developments,Other,Xinjiang,Kashi,Kashi City,39.468,75.994,2,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Liaoning,Jinzhou,Changxingdian,41.452,121.728,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Jilin,Yanbian Korean Autonomous,Hunchun,42.863,130.366,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Liaoning,Dalian,Ganjingzi,38.953,121.526,1,0
15-Sep-18,1,Protests,Peaceful protest,Jiangsu,Changzhou,Liyang,31.417,119.484,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Henan,Luoyang,Luolong,34.619,112.464,2,0
15-Sep-18,1,Protests,Peaceful protest,Jiangsu,Suzhou,Kunshan,31.386,120.981,1,0
15-Sep-18,3,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Futian,22.544,114.047,1,0
15-Sep-18,1,Protests,Peaceful protest,Shanxi,Taiyuan,Wanbailin,37.859,112.516,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Henan,Puyang,Huangzhuang,35.604,115.195,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Liaoning,Anshan,Xiuyan Manchu Autonomous,40.291,123.281,1,0
15-Sep-18,3,Violence against civilians,Abduction/forced disappearance,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Yunnan,Kunming,Anning,24.919,102.478,1,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Henan,Nanyang,Dengzhou,32.688,112.087,1,0
15-Sep-18,3,Strategic developments,Change to group/activity,Shaanxi,Baoji,Qishan,34.443,107.621,1,0
15-Sep-18,3,Strategic developments,Change to group/activity,Heilongjiang,Jiamusi,Tongjiang,47.643,132.511,1,0
15-Sep-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Yining City,43.946,81.691,2,0
15-Sep-18,3,Violence against civilians,Attack,Jiangsu,Nanjing,Xuanwu,32.048,118.798,3,0
15-Sep-18,3,Strategic developments,Looting/property destruction,Hebei,Shijiazhuang,Xingtang,38.438,114.553,1,0
16-Sep-18,1,Protests,Peaceful protest,Henan,Xinxiang,Huojia,35.258,113.643,1,0
16-Sep-18,1,Protests,Peaceful protest,Hubei,Wuhan,Jianghan,30.601,114.271,1,0
16-Sep-18,1,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Erqi,34.724,113.64,1,0
17-Sep-18,1,Violence against civilians,Attack,Guangdong,Huizhou,Gangkou,22.575,114.897,1,0
17-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Wuxi,Binhu,31.528,120.283,2,0
17-Sep-18,1,Protests,Peaceful protest,Shandong,Yantai,Laishan,37.513,121.441,1,0
17-Sep-18,1,Protests,Protest with intervention,Hunan,Changsha,Furong,28.185,113.032,1,0
18-Sep-18,1,Protests,Peaceful protest,Zhejiang,Zhoushan,Dinghai,30.02,122.107,1,0
18-Sep-18,1,Protests,Peaceful protest,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
18-Sep-18,1,Protests,Peaceful protest,Tianjin,Tianjin,Tianjin,39.343,117.362,3,0
18-Sep-18,1,Protests,Peaceful protest,Anhui,Lu'an,Yu'an,31.734,116.479,1,0
18-Sep-18,1,Violence against civilians,Attack,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,3,0
18-Sep-18,1,Protests,Peaceful protest,Inner Mongolia,Alxa League,Alxa Left Banner,38.833,105.666,1,0
18-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Yangpu,Shanghai-Yangpu,31.297,121.531,1,0
18-Sep-18,2,Protests,Peaceful protest,Guangdong,Shantou,Jinping,23.366,116.703,2,0
19-Sep-18,1,Protests,Peaceful protest,Jilin,Jilin,Chuanying,43.834,126.541,1,0
19-Sep-18,1,Protests,Peaceful protest,Hunan,Xiangtan,Yuhu,27.86,112.902,1,0
19-Sep-18,1,Protests,Peaceful protest,Tianjin,Dongli,Dongli,39.085,117.309,1,0
19-Sep-18,1,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
19-Sep-18,1,Protests,Peaceful protest,Shandong,Qingdao,Huangdao,35.873,120.046,1,0
19-Sep-18,1,Protests,Protest with intervention,Zhejiang,Wenzhou,Longgang,27.579,120.553,1,0
20-Sep-18,1,Strategic developments,Looting/property destruction,Henan,Puyang,Luji,35.783,115.631,1,0
20-Sep-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Longgang,22.658,114.209,1,0
20-Sep-18,1,Violence against civilians,Sexual violence,Guangdong,Guangzhou,Guangzhou-Liwan,23.088,113.233,1,0
20-Sep-18,1,Violence against civilians,Attack,Guangdong,Guangzhou,Guangzhou-Liwan,23.088,113.233,1,0
20-Sep-18,2,Protests,Peaceful protest,Hebei,Cangzhou,Yunhe,38.31,116.832,1,0
20-Sep-18,1,Protests,Peaceful protest,Beijing,Chaoyang,Beijing-Chaoyang,39.921,116.438,1,0
21-Sep-18,1,Protests,Peaceful protest,Macao,Macao,Macao,22.199,113.544,1,0
21-Sep-18,1,Protests,Peaceful protest,Henan,Zhengzhou,Jinshui,34.8,113.661,1,0
21-Sep-18,1,Protests,Peaceful protest,Anhui,Bozhou,Lixin,33.145,116.208,1,0
21-Sep-18,1,Strategic developments,Looting/property destruction,Shandong,Zibo,Yiyuan,36.185,118.168,1,0
21-Sep-18,2,Protests,Peaceful protest,Hunan,Yongzhou,Lengshuitan,26.461,111.592,2,0
21-Sep-18,1,Protests,Peaceful protest,Guizhou,Bijie,Qixingguan,27.299,105.305,1,0
21-Sep-18,1,Protests,Peaceful protest,Jiangsu,Wuxi,Binhu,31.528,120.283,1,0
21-Sep-18,1,Protests,Peaceful protest,Guizhou,Anshun,Xixiu,26.246,105.965,2,0
21-Sep-18,1,Protests,Protest with intervention,Guangdong,Zhongshan,Xiaolan,22.672,113.251,1,0
21-Sep-18,1,Protests,Peaceful protest,Tianjin,Baodi,Baodi,39.717,117.31,1,0
21-Sep-18,1,Protests,Peaceful protest,Guangxi,Yulin,Luchuan,22.321,110.264,1,0
21-Sep-18,1,Protests,Protest with intervention,Guangdong,Foshan,Nanhai,23.029,113.143,1,0
22-Sep-18,2,Protests,Peaceful protest,Guangdong,Dongguan,Shatian,22.92,113.618,1,0
22-Sep-18,1,Protests,Peaceful protest,Guangxi,Guilin,Lingui,25.239,110.212,1,0
22-Sep-18,1,Strategic developments,Looting/property destruction,Heilongjiang,Jiamusi,Tongjiang,47.643,132.511,1,0
23-Sep-18,1,Protests,Peaceful protest,Anhui,Lu'an,Jin'an,31.75,116.539,2,0
23-Sep-18,2,Protests,Peaceful protest,Henan,Xuchang,Yanling,34.102,114.178,1,0
23-Sep-18,2,Protests,Peaceful protest,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
23-Sep-18,2,Protests,Peaceful protest,Shaanxi,Shangluo,Danfeng,33.696,110.33,1,0
23-Sep-18,2,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou-Liwan,23.088,113.233,1,0
23-Sep-18,1,Strategic developments,Change to group/activity,Shandong,Jinan,Lixia,36.666,117.076,3,0
23-Sep-18,1,Violence against civilians,Attack,Henan,Nanyang,Wucheng,32.422,113.502,1,0
24-Sep-18,1,Protests,Peaceful protest,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
24-Sep-18,2,Protests,Peaceful protest,Anhui,Bozhou,Woyang,33.492,116.217,1,0
25-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
25-Sep-18,1,Violence against civilians,Attack,Zhejiang,Wenzhou,Longwan,27.933,120.811,1,0
25-Sep-18,1,Protests,Protest with intervention,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
25-Sep-18,1,Strategic developments,Arrests,Beijing,Beijing,Beijing,39.906,116.391,3,0
26-Sep-18,1,Protests,Peaceful protest,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
26-Sep-18,1,Strategic developments,Looting/property destruction,Chongqing,Tongnan,Baizi,30.096,105.717,1,0
26-Sep-18,1,Protests,Peaceful protest,Inner Mongolia,Ulanqab,Dorbod Banner,41.537,111.704,1,0
26-Sep-18,2,Protests,Peaceful protest,Guangdong,Zhongshan,Sanjiao,22.676,113.418,1,0
27-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Fujian,Ningde,Jiaocheng,26.667,119.549,1,0
27-Sep-18,1,Strategic developments,Looting/property destruction,Chongqing,Tongnan,Baizi,30.096,105.717,1,0
27-Sep-18,2,Protests,Peaceful protest,Liaoning,Dalian,Zhongshan,38.917,121.642,1,0
27-Sep-18,1,Strategic developments,Looting/property destruction,Henan,Kaifeng,Chengguan,34.833,114.821,1,0
27-Sep-18,2,Protests,Peaceful protest,Hebei,Shijiazhuang,Chang'an,38.036,114.539,2,0
27-Sep-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Nanshan,22.538,113.94,1,0
27-Sep-18,2,Protests,Peaceful protest,Shandong,Zaozhuang,Tengzhou,35.084,117.164,1,0
27-Sep-18,2,Protests,Peaceful protest,Sichuan,Zigong,Ziliujing,29.337,104.777,1,0
28-Sep-18,1,Violence against civilians,Attack,Xinjiang,Tarbagatay,Emin,46.525,83.628,1,0
28-Sep-18,1,Protests,Peaceful protest,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
28-Sep-18,2,Protests,Peaceful protest,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
28-Sep-18,2,Protests,Peaceful protest,Zhejiang,Huzhou,Wuxing,30.858,120.186,2,0
28-Sep-18,2,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Futian,22.544,114.047,1,0
28-Sep-18,2,Protests,Peaceful protest,Sichuan,Chengdu,Xinjin,30.416,103.807,1,0
29-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Guizhou,Guiyang,Guanshanhu,26.602,106.622,3,0
29-Sep-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
30-Sep-18,1,Strategic developments,Change to group/activity,Henan,Xinyang,Pingqiao,32.101,114.126,2,0
30-Sep-18,1,Strategic developments,Change to group/activity,Guizhou,Guiyang,Guanshanhu,26.602,106.622,2,0
30-Sep-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
30-Sep-18,1,Protests,Peaceful protest,Henan,Xinxiang,Yuanyang,35.053,113.968,1,0
30-Sep-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
30-Sep-18,3,Protests,Peaceful protest,Sichuan,Nanchong,Nanbu,31.348,106.036,1,0
30-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Dongcheng,Beijing-Dongcheng,39.927,116.411,1,0
30-Sep-18,1,Protests,Peaceful protest,Guangxi,Liuzhou,Chengzhong,24.316,109.411,1,0
30-Sep-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen,22.595,114.067,2,0
30-Sep-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen,22.595,114.067,2,0
30-Sep-18,3,Strategic developments,Looting/property destruction,Henan,Pingdingshan,Ruzhou,34.167,112.845,1,0
30-Sep-18,1,Violence against civilians,Abduction/forced disappearance,Guizhou,Guiyang,Guanshanhu,26.602,106.622,3,0
1-Oct-18,1,Strategic developments,Looting/property destruction,Henan,Pingdingshan,Lushan,33.738,112.908,2,0
1-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
1-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Shunyi,Shunyi,40.13,116.655,2,0
1-Oct-18,1,Protests,Peaceful protest,Guangdong,Qingyuan,Qingcheng,23.717,113.03,2,0
2-Oct-18,1,Protests,Peaceful protest,Liaoning,Panjin,Panshan,41.243,121.996,1,0
2-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
2-Oct-18,2,Strategic developments,Looting/property destruction,Hebei,Hengshui,Dongxihetou,37.938,115.767,1,0
2-Oct-18,1,Protests,Peaceful protest,Guangxi,Nanning,Qingxiu,22.786,108.494,2,0
2-Oct-18,2,Protests,Peaceful protest,Anhui,Suzhou,Xiao,34.187,116.949,1,0
3-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
3-Oct-18,1,Protests,Peaceful protest,Shandong,Jinan,Lixia,36.666,117.076,2,0
3-Oct-18,1,Protests,Peaceful protest,Ningxia,Yinchuan,Jinfeng,38.474,106.24,2,0
3-Oct-18,1,Protests,Peaceful protest,Sichuan,Ziyang,Yanjiang,30.108,104.677,2,0
3-Oct-18,1,Protests,Peaceful protest,Guangdong,Jiangmen,Kaiping,22.376,112.698,1,0
4-Oct-18,1,Violence against civilians,Attack,Shandong,Dongying,Dongying,37.449,118.582,2,0
4-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
5-Oct-18,1,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Xingyang,34.787,113.383,2,0
5-Oct-18,1,Protests,Peaceful protest,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
6-Oct-18,1,Protests,Protest with intervention,Guangxi,Nanning,Qingxiu,22.786,108.494,2,0
6-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
7-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Changzhou,Jintan,31.723,119.598,1,0
7-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Wuxi,Jiangyin,31.921,120.285,1,0
7-Oct-18,1,Protests,Peaceful protest,Guizhou,Anshun,Xixiu,26.246,105.965,2,0
7-Oct-18,1,Strategic developments,Looting/property destruction,Henan,Shangqiu,Suiyang,34.388,115.653,2,0
7-Oct-18,1,Riots,Violent demonstration,Shandong,Qingdao,Pingdu,36.776,119.988,1,0
8-Oct-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
8-Oct-18,1,Protests,Peaceful protest,Fujian,Sanming,Jianning,26.831,116.846,1,0
8-Oct-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Longgang,22.658,114.209,1,0
8-Oct-18,1,Protests,Protest with intervention,Shaanxi,Xi'an,Chang'an,34.159,108.907,1,0
8-Oct-18,1,Protests,Peaceful protest,Henan,Anyang,Wenfeng,36.09,114.357,2,0
8-Oct-18,2,Protests,Peaceful protest,Yunnan,Kunming,Chenggong,24.886,102.821,2,0
8-Oct-18,1,Protests,Peaceful protest,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
8-Oct-18,1,Protests,Peaceful protest,Liaoning,Yingkou,Zhanqian,40.673,122.259,2,0
8-Oct-18,1,Protests,Peaceful protest,Jiangsu,Suzhou,Gusu,31.336,120.617,2,0
8-Oct-18,1,Protests,Peaceful protest,Shanxi,Shuozhou,Shuocheng,39.319,112.432,2,0
9-Oct-18,1,Protests,Peaceful protest,Inner Mongolia,Hohhot,Xincheng,40.858,111.666,2,0
9-Oct-18,1,Violence against civilians,Attack,Jiangxi,Shangrao,Sanmiaoqian,28.977,116.763,2,1
9-Oct-18,1,Protests,Peaceful protest,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
10-Oct-18,1,Protests,Peaceful protest,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
10-Oct-18,1,Strategic developments,Looting/property destruction,Chongqing,Tongnan,Baizi,30.096,105.717,1,0
10-Oct-18,1,Protests,Peaceful protest,Guangdong,Yangjiang,Yangchun,22.17,111.792,1,0
10-Oct-18,1,Strategic developments,Other,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
10-Oct-18,1,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
10-Oct-18,1,Protests,Protest with intervention,Shanxi,Linfen,Fenxi,36.653,111.564,1,0
10-Oct-18,1,Protests,Protest with intervention,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
11-Oct-18,1,Protests,Protest with intervention,Ningxia,Wuzhong,Litong,37.983,106.213,2,0
11-Oct-18,1,Protests,Peaceful protest,Shaanxi,Yulin,Yuyang,38.277,109.72,2,0
11-Oct-18,1,Protests,Peaceful protest,Liaoning,Shenyang,Sujiatun,41.665,123.344,1,0
11-Oct-18,1,Protests,Peaceful protest,Shandong,Heze,Mudan,35.252,115.417,2,0
11-Oct-18,1,Protests,Peaceful protest,Hubei,Huangshi,Xialu,30.174,114.961,2,0
11-Oct-18,1,Protests,Excessive force against protesters,Qinghai,Hainan Tibetan Autonomous,Qabqa,36.275,100.625,1,0
12-Oct-18,1,Protests,Peaceful protest,Hebei,Tangshan,Lubei,39.624,118.201,2,0
12-Oct-18,1,Strategic developments,Looting/property destruction,Liaoning,Huludao,Longgang,40.735,120.894,2,0
12-Oct-18,1,Strategic developments,Change to group/activity,Hubei,Xiaogan,Yunmeng,31.021,113.754,1,0
12-Oct-18,1,Protests,Peaceful protest,Shanghai,Huangpu,Shanghai-Huangpu,31.216,121.486,1,0
12-Oct-18,2,Protests,Peaceful protest,Yunnan,Dali Bai Autonomous,Dali City,25.606,100.268,2,0
12-Oct-18,1,Protests,Peaceful protest,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
12-Oct-18,1,Riots,Violent demonstration,Beijing,Haidian,Beijing-Haidian,39.96,116.294,1,0
12-Oct-18,1,Protests,Peaceful protest,Shaanxi,Shangluo,Zhashui,33.686,109.114,1,0
12-Oct-18,1,Strategic developments,Change to group/activity,Henan,Xuchang,Yuzhou,34.141,113.488,1,0
12-Oct-18,1,Protests,Peaceful protest,Shaanxi,Baoji,Jintai,34.376,107.147,2,0
12-Oct-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen,22.595,114.067,2,0
13-Oct-18,1,Protests,Peaceful protest,Gansu,Gannan Tibetan Autonomous,Niba,34.457,103.096,1,0
13-Oct-18,1,Protests,Peaceful protest,Guangxi,Nanning,Qingxiu,22.786,108.494,2,0
13-Oct-18,1,Protests,Peaceful protest,Jiangsu,Suqian,Sucheng,33.963,118.243,2,0
13-Oct-18,1,Protests,Peaceful protest,Jiangsu,Changzhou,Xinbei,31.83,119.972,2,0
14-Oct-18,1,Strategic developments,Change to group/activity,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
14-Oct-18,1,Protests,Peaceful protest,Jiangxi,Yingtan,Guixi,28.292,117.245,1,0
14-Oct-18,1,Protests,Protest with intervention,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
14-Oct-18,1,Strategic developments,Looting/property destruction,Jiangsu,Wuxi,Binhu,31.528,120.283,2,0
14-Oct-18,1,Protests,Peaceful protest,Henan,Xuchang,Weidu,34.025,113.823,2,0
15-Oct-18,1,Violence against civilians,Attack,Henan,Xinyang,Guangshan,32.01,114.919,1,0
15-Oct-18,1,Violence against civilians,Attack,Jiangsu,Yangzhou,Hangji,32.384,119.539,1,0
15-Oct-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
15-Oct-18,1,Protests,Peaceful protest,Liaoning,Shenyang,Shenhe,41.796,123.459,2,0
15-Oct-18,2,Strategic developments,Change to group/activity,Hebei,Baoding,Dingzhou,38.517,114.989,1,0
15-Oct-18,2,Strategic developments,Change to group/activity,Hebei,Xingtai,Qiaoxi,37.06,114.468,1,0
15-Oct-18,1,Protests,Protest with intervention,Tianjin,Hexi,Tianjin-Hexi,39.082,117.226,1,0
15-Oct-18,1,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
15-Oct-18,1,Protests,Peaceful protest,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
15-Oct-18,1,Protests,Peaceful protest,Inner Mongolia,Hohhot,Saihan,40.792,111.702,1,0
16-Oct-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Kashi,Shache,38.414,77.246,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Henan,Shangqiu,Ningling,34.46,115.314,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Fujian,Fuzhou,Gulou,26.082,119.304,1,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Xingyang,34.787,113.383,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hebei,Tangshan,Zunhua,40.189,117.966,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Shaanxi,Baoji,Jintai,34.376,107.147,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Henan,Kaifeng,Weishi,34.412,114.193,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hebei,Cangzhou,Yunhe,38.31,116.832,2,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Shandong,Zibo,Zhangdian,36.807,118.018,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Gansu,Lanzhou,Gaolan,36.333,103.947,1,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Hebei,Hengshui,Gucheng,37.347,115.966,1,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hebei,Tangshan,Qianxi,40.142,118.315,1,0
16-Oct-18,1,Protests,Peaceful protest,Yunnan,Kunming,Chenggong,24.886,102.821,2,0
16-Oct-18,1,Protests,Peaceful protest,Jiangsu,Changzhou,Xinbei,31.83,119.972,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hubei,Huangshi,Yangxin,29.83,115.215,1,0
16-Oct-18,3,Strategic developments,Other,Heilongjiang,Harbin,Nangang,45.76,126.639,3,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hubei,Huangshi,Tieshan,30.206,114.901,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hebei,Handan,Congtai,36.636,114.493,2,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Anhui,Chizhou,Guichi,30.687,117.567,1,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Hebei,Cangzhou,Mengcun Hui Autonomous,38.053,117.104,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Inner Mongolia,Baotou,Qingshan,40.643,109.901,1,0
16-Oct-18,3,Strategic developments,Looting/property destruction,Hubei,Huangshi,Xialu,30.174,114.961,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Henan,Jiyuan,Zhicheng Town,35.046,112.601,1,0
16-Oct-18,3,Violence against civilians,Attack,Shandong,Heze,Mudan,35.252,115.417,2,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hebei,Langfang,Bazhou,39.126,116.391,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Henan,Jiyuan,Potou Town,34.928,112.525,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
16-Oct-18,1,Protests,Peaceful protest,Jiangxi,Nanchang,Donghu,28.685,115.899,2,0
16-Oct-18,2,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen,22.595,114.067,2,0
16-Oct-18,1,Protests,Peaceful protest,Anhui,Wuhu,Jiujiang,31.37,118.391,2,0
16-Oct-18,1,Protests,Peaceful protest,Tianjin,Tianjin,Tianjin,39.343,117.362,3,0
16-Oct-18,3,Violence against civilians,Abduction/forced disappearance,Jiangsu,Wuxi,Jiangyin,31.921,120.285,1,0
16-Oct-18,3,Strategic developments,Change to group/activity,Hubei,Huangshi,Xialu,30.174,114.961,2,0
17-Oct-18,1,Protests,Peaceful protest,Henan,Luoyang,Yiyang,34.515,112.179,1,0
17-Oct-18,2,Violence against civilians,Attack,Guangdong,Guangzhou,Guangzhou-Liwan,23.088,113.233,1,0
17-Oct-18,2,Protests,Peaceful protest,Shanxi,Datong,Pingcheng,40.076,113.298,2,0
17-Oct-18,2,Protests,Peaceful protest,Zhejiang,Jinhua,Luobu,29.118,119.391,1,0
18-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Fangshan,Fangshan,39.749,116.143,2,0
18-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Henan,Luoyang,Lilou Village,34.669,112.522,1,0
18-Oct-18,1,Strategic developments,Looting/property destruction,Hebei,Hengshui,Shenzhou,38.001,115.562,1,0
18-Oct-18,1,Protests,Peaceful protest,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
18-Oct-18,1,Protests,Peaceful protest,Gansu,Gannan Tibetan Autonomous,Niba Township,34.457,103.096,1,0
18-Oct-18,1,Protests,Protest with intervention,Anhui,Hefei,Shushan,31.851,117.26,1,0
18-Oct-18,1,Protests,Peaceful protest,Hubei,Huangshi,Xialu,30.174,114.961,2,0
18-Oct-18,1,Protests,Peaceful protest,Tianjin,Nankai,Tianjin-Nankai,39.118,117.154,1,0
18-Oct-18,1,Protests,Peaceful protest,Guangdong,Zhongshan,Tanzhou,22.254,113.468,1,0
18-Oct-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Yanta,34.214,108.945,2,0
18-Oct-18,1,Protests,Peaceful protest,Beijing,Chaoyang,Beijing-Chaoyang,39.921,116.438,1,0
19-Oct-18,1,Strategic developments,Change to group/activity,Liaoning,Tieling,Yaopu,42.158,123.697,1,0
19-Oct-18,1,Strategic developments,Looting/property destruction,Anhui,Chizhou,Qingyang,30.639,117.847,1,0
19-Oct-18,2,Protests,Peaceful protest,Guangxi,Guilin,Diecai,25.314,110.302,1,0
19-Oct-18,1,Protests,Peaceful protest,Inner Mongolia,Hohhot,Xincheng,40.858,111.666,2,0
19-Oct-18,1,Protests,Peaceful protest,Henan,Pingdingshan,Lushan,33.738,112.908,1,0
20-Oct-18,1,Strategic developments,Looting/property destruction,Sichuan,Luzhou,Longmatan,28.913,105.438,1,0
20-Oct-18,1,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,2,0
20-Oct-18,1,Violence against civilians,Abduction/forced disappearance,Guangdong,Guangzhou,Guangzhou-Huadu,23.442,113.196,1,0
20-Oct-18,1,Protests,Peaceful protest,Jilin,Jilin,Chuanying,43.834,126.541,2,0
20-Oct-18,1,Protests,Peaceful protest,Guangxi,Guilin,Licheng Town,24.485,110.399,1,0
20-Oct-18,1,Protests,Peaceful protest,Shandong,Binzhou,Bincheng,37.431,118.019,2,0
21-Oct-18,1,Protests,Peaceful protest,Jilin,Jilin,Shulan,44.406,126.966,1,0
21-Oct-18,1,Protests,Peaceful protest,Anhui,Huangshan,Tunxi,29.696,118.315,1,0
22-Oct-18,1,Strategic developments,Change to group/activity,Anhui,Chizhou,Guichi,30.687,117.567,1,0
22-Oct-18,1,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
22-Oct-18,1,Protests,Peaceful protest,Henan,Zhumadian,Xiping,33.388,114.022,1,0
